Dst Port,Flow Duration,Flow Pkts/s,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Subflow Fwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Label
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
80,88,22727.2727272727,40,0,22727.2727272727,0.0,0,278,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,451,6651.8847006652,60,0,6651.8847006652,0.0,77,256,-1,1,0
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
50778,99,20202.0202020202,40,0,20202.0202020202,0.0,37,40958,-1,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
80,706,9915.014164306,72,92,4249.2917847026,5665.7223796034,161,8192,149,1,0
50412,11,181818.181818182,20,20,90909.0909090909,90909.0909090909,0,176,258,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
443,115267031,0.3296692877,412,504,0.1735101514,0.1561591363,1137,8192,63,15,0
443,110410653,0.2988842028,352,464,0.1539706499,0.1449135529,1375,8192,63,14,0
49949,38,52631.5789473684,20,20,26315.7894736842,26315.7894736842,0,913,256,0,0
53,440,4545.4545454546,8,8,2272.7272727273,2272.7272727273,39,-1,-1,0,0
443,5720216,2.6222785993,192,132,1.5733671596,1.0489114397,349,8192,946,3,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
53,28653,69.8007189474,8,8,34.9003594737,34.9003594737,40,-1,-1,0,0
49744,26,76923.0769230769,20,20,38461.5384615385,38461.5384615385,0,286,256,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,116343,34.3810972727,16,16,17.1905486364,17.1905486364,80,-1,-1,1,0
53,385,5194.8051948052,8,8,2597.4025974026,2597.4025974026,45,-1,-1,0,0
80,748,9358.2887700535,72,92,4010.6951871658,5347.5935828877,161,8192,149,1,0
50243,29,68965.5172413793,40,0,68965.5172413793,0.0,0,4863,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,279205,157.5903010333,712,712,78.7951505166,78.7951505166,1928,26883,230,16,2
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
50671,11,181818.181818182,20,20,90909.0909090909,90909.0909090909,0,180,258,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
3389,2590762,6.947762859,224,172,3.859868255,3.087894604,1132,8192,62868,5,0
22,372561,118.1014652634,712,712,59.0507326317,59.0507326317,1928,26883,230,16,2
22,376062,117.0019837155,776,648,63.8192638448,53.1827198707,1928,26883,230,16,2
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
53,41479,48.2171701343,8,8,24.1085850671,24.1085850671,37,-1,-1,0,0
53,69748,57.3493146757,16,16,28.6746573378,28.6746573378,62,-1,-1,1,0
8000,7017989,0.5699638458,160,0,0.5699638458,0.0,0,29200,-1,0,0
80,5470609,1.4623600407,92,92,0.7311800204,0.7311800204,97,8192,141,1,0
53,383,5221.9321148825,8,8,2610.9660574413,2610.9660574413,42,-1,-1,0,0
443,422,7109.0047393365,60,0,7109.0047393365,0.0,77,256,-1,1,0
53,84173,47.5211766243,16,16,23.7605883122,23.7605883122,76,-1,-1,1,0
21,15,133333.333333333,40,20,66666.6666666667,66666.6666666667,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,13004,153.7988311289,8,8,76.8994155644,76.8994155644,38,-1,-1,0,0
21,19,105263.157894737,40,20,52631.5789473684,52631.5789473684,0,26883,0,0,1
49725,35,57142.8571428571,20,20,28571.4285714286,28571.4285714286,0,513,258,0,0
445,182378,10.9662349626,52,0,10.9662349626,0.0,1,251,-1,0,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
445,243539,12.3183555817,40,24,8.2122370544,4.1061185272,0,16384,8192,0,0
443,1347,2227.1714922049,60,0,2227.1714922049,0.0,77,254,-1,1,0
50172,49,40816.3265306122,20,20,20408.1632653061,20408.1632653061,0,180,255,0,0
49580,14,142857.142857143,20,20,71428.5714285714,71428.5714285714,0,48180,63957,0,0
53,411,4866.1800486618,8,8,2433.0900243309,2433.0900243309,38,-1,-1,0,0
49540,1,2000000.0,40,0,2000000.0,0.0,0,176,-1,0,0
53,13996,142.8979708488,8,8,71.4489854244,71.4489854244,75,-1,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
80,5953502,1.3437469241,92,92,0.671873462,0.671873462,97,8192,141,1,0
22,322308,130.3101381287,712,648,68.2576914008,62.052446728,1960,26883,230,16,2
80,666,10510.5105105105,72,92,4504.5045045045,6006.006006006,161,8192,149,1,0
80,771,9079.1180285344,72,92,3891.0505836576,5188.0674448768,161,8192,149,1,0
51708,68,58823.5294117647,60,20,44117.6470588235,14705.8823529412,77,123,0,1,0
137,1530405,1.9602654199,24,0,1.9602654199,0.0,150,-1,-1,2,0
22,392248,112.1739307785,712,712,56.0869653892,56.0869653892,1928,26883,230,16,2
50484,62,64516.1290322581,60,20,48387.0967741936,16129.0322580645,31,1047,0,1,0
80,82790,84.5512743085,72,92,36.2362604179,48.3150138906,437,8192,31,1,0
53,334,5988.0239520958,8,8,2994.0119760479,2994.0119760479,39,-1,-1,0,0
3389,12808234,2.4203180548,376,376,1.3272711913,1.0930468634,2264,64240,62868,10,0
22,387285,111.0293453142,744,648,59.3877893541,51.6415559601,1912,26883,230,16,2
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
80,919,7616.9749727965,72,92,3264.4178454842,4352.5571273123,148,8192,149,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
3389,2944668,5.0939528667,172,152,2.7167748622,2.3771780044,1128,64240,62872,5,0
80,81,24691.3580246914,40,0,24691.3580246914,0.0,0,278,-1,0,0
22,415385,101.1110174898,712,648,52.9629139232,48.1481035666,1992,26883,230,16,2
445,690423,15.9322618163,132,112,8.6903246271,7.2419371892,455,8192,0,4,0
5355,410523,4.8718342212,16,0,4.8718342212,0.0,44,-1,-1,1,0
53,293,6825.9385665529,8,8,3412.9692832765,3412.9692832765,61,-1,-1,0,0
3389,2941134,5.1000736451,172,152,2.7200392774,2.3800343677,1144,64240,62856,5,0
80,5628358,1.4213736937,92,92,0.7106868469,0.7106868469,97,8192,141,1,0
80,4233,1653.6735175998,72,92,708.7172218285,944.9562957713,161,8192,149,1,0
22,378134,116.3608667827,712,712,58.1804333913,58.1804333913,1912,26883,230,16,2
443,109426455,0.2741567384,352,272,0.1553554851,0.1188012533,7740,8192,513,10,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
80,92,21739.1304347826,40,0,21739.1304347826,0.0,0,279,-1,0,0
3389,1746159,9.1629685498,192,152,5.1541698093,4.0087987405,1283,8192,62728,6,0
53,1477,1354.096140826,8,8,677.048070413,677.048070413,38,-1,-1,0,0
445,3158971,1.899352669,104,64,1.2662351126,0.6331175563,0,8192,8192,0,0
22,393600,111.7886178862,712,712,55.8943089431,55.8943089431,1944,26883,230,16,2
53,435,4597.7011494253,8,8,2298.8505747127,2298.8505747127,40,-1,-1,0,0
443,115938496,0.353635776,432,544,0.1811305194,0.1725052566,365,8192,1129,14,0
50411,21,95238.0952380952,20,20,47619.0476190476,47619.0476190476,0,980,253,0,0
80,90,22222.2222222222,40,0,22222.2222222222,0.0,0,278,-1,0,0
80,854,8196.7213114754,72,92,3512.8805620609,4683.8407494145,148,8192,149,1,0
50285,907,3307.6074972437,40,20,2205.0716648291,1102.5358324146,38,176,0,0,0
22,366269,120.1302867565,712,712,60.0651433782,60.0651433782,1928,26883,230,16,2
80,54169236,0.0369213256,40,0,0.0369213256,0.0,0,279,-1,0,0
53,38250,104.5751633987,16,16,52.2875816993,52.2875816993,82,-1,-1,1,0
80,83,24096.3855421687,40,0,24096.3855421687,0.0,0,278,-1,0,0
22,379421,110.6949799827,712,648,57.9830847528,52.7118952298,1976,26883,230,16,2
21,17,117647.058823529,40,20,58823.5294117647,58823.5294117647,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
30264,20,100000.0,40,0,100000.0,0.0,0,256,-1,0,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
53,231,8658.0086580087,8,8,4329.0043290043,4329.0043290043,27,-1,-1,0,0
22,356431,123.4460526722,712,712,61.7230263361,61.7230263361,1928,26883,230,16,2
53,1006,1988.0715705765,8,8,994.0357852883,994.0357852883,32,-1,-1,0,0
443,133,15037.5939849624,40,0,15037.5939849624,0.0,0,257,-1,0,0
53,2716,736.3770250368,8,8,368.1885125184,368.1885125184,42,-1,-1,0,0
80,53753170,0.037207108,40,0,0.037207108,0.0,0,279,-1,0,0
137,1514021,1.9814784603,24,0,1.9814784603,0.0,150,-1,-1,2,0
53,142166,28.1361225609,16,16,14.0680612805,14.0680612805,74,-1,-1,1,0
80,80,25000.0,40,0,25000.0,0.0,0,279,-1,0,0
54551,41,48780.4878048781,40,0,48780.4878048781,0.0,0,256,-1,0,0
137,1525725,1.9662783267,24,0,1.9662783267,0.0,150,-1,-1,2,0
22,357659,123.0222083046,712,712,61.5111041523,61.5111041523,1912,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,87742,45.5882017734,16,16,22.7941008867,22.7941008867,88,-1,-1,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
51113,21,95238.0952380952,20,20,47619.0476190476,47619.0476190476,0,119,255,0,0
53,1148,1742.1602787457,8,8,871.0801393728,871.0801393728,30,-1,-1,0,0
53,642,3115.2647975078,8,8,1557.6323987539,1557.6323987539,40,-1,-1,0,0
21,18,111111.111111111,40,20,55555.5555555556,55555.5555555556,0,26883,0,0,1
3389,2418475,6.6157392572,172,172,3.3078696286,3.3078696286,1128,8192,62872,5,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
80,68,29411.7647058824,40,0,29411.7647058824,0.0,0,278,-1,0,0
49536,12575,238.5685884692,40,20,159.0457256461,79.5228628231,38,62,0,0,0
53,441,4535.1473922903,8,8,2267.5736961451,2267.5736961451,59,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,460,4347.8260869565,8,8,2173.9130434783,2173.9130434783,45,-1,-1,0,0
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
443,75253354,7.2023367889,3552,7312,2.352054634,4.8502821549,745,8192,12501,10,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,54568679,0.0366510613,40,0,0.0366510613,0.0,0,279,-1,0,0
3389,6542713,2.5983105174,212,152,1.5284179514,1.069892566,1148,8192,62852,5,0
49461,42,47619.0476190476,20,20,23809.5238095238,23809.5238095238,0,980,256,0,0
53,2438,820.3445447088,8,8,410.1722723544,410.1722723544,31,-1,-1,0,0
53,1321,1514.0045420136,8,8,757.0022710068,757.0022710068,44,-1,-1,0,0
3389,915472,12.0156596816,128,108,6.5539961899,5.4616634916,471,8192,63529,4,0
443,309,9708.7378640777,60,0,9708.7378640777,0.0,77,341,-1,1,0
443,75337,212.3790434979,192,152,119.4632119676,92.9158315303,549,8192,115,4,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
80,94,21276.5957446809,40,0,21276.5957446809,0.0,0,279,-1,0,0
22,304561,144.4702374894,712,712,72.2351187447,72.2351187447,1912,26883,230,16,2
53,268,7462.6865671642,8,8,3731.3432835821,3731.3432835821,33,-1,-1,0,0
53,37218,107.4748777473,16,16,53.7374388737,53.7374388737,84,-1,-1,1,0
80,4000,500.0,40,0,500.0,0.0,0,279,-1,0,0
22,396988,110.8345844207,712,712,55.4172922103,55.4172922103,2008,26883,230,16,2
3389,1593922,11.2928988997,188,200,5.6464494498,5.6464494498,1181,8192,62862,6,0
443,342,8771.9298245614,60,0,8771.9298245614,0.0,77,258,-1,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
445,223995,17.857541463,100,36,13.3931560972,4.4643853657,0,8192,8192,0,0
443,117264120,0.2643604881,332,312,0.1364441229,0.1279163652,1271,8192,181,8,0
80,54542487,0.0366686616,40,0,0.0366686616,0.0,0,279,-1,0,0
21,19,105263.157894737,40,20,52631.5789473684,52631.5789473684,0,26883,0,0,1
51402,13,153846.153846154,20,20,76923.0769230769,76923.0769230769,0,33169,63792,0,0
21,17,117647.058823529,40,20,58823.5294117647,58823.5294117647,0,26883,0,0,1
22,419091,104.9891312388,712,712,52.4945656194,52.4945656194,1912,26883,230,16,2
22,373598,117.7736497519,776,648,64.2401725919,53.5334771599,1928,26883,230,16,2
53,1261,1586.0428231562,8,8,793.0214115781,793.0214115781,41,-1,-1,0,0
443,115360920,0.3294009791,412,504,0.1733689364,0.1560320427,728,8192,980,15,0
3389,1674275,8.9591017007,172,152,4.7781875737,4.180914127,1128,8192,62872,5,0
53,274,7299.2700729927,8,8,3649.6350364964,3649.6350364964,30,-1,-1,0,0
80,6234102,1.2832642135,92,92,0.6416321068,0.6416321068,97,8192,141,1,0
80,5258653,1.5213021281,92,92,0.7606510641,0.7606510641,97,8192,141,1,0
49616,21,95238.0952380952,20,20,47619.0476190476,47619.0476190476,0,946,256,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,382787,114.9464323501,712,712,57.4732161751,57.4732161751,2008,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,145,13793.1034482759,40,0,13793.1034482759,0.0,0,254,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
53,26692,74.9288176233,8,8,37.4644088116,37.4644088116,40,-1,-1,0,0
443,76795208,11.2767452886,5792,11552,3.7632556448,7.5134896438,2114,8192,12501,13,0
80,115955899,0.2587190497,332,424,0.1379834932,0.1207355565,447,8192,288,12,0
51101,1,2000000.0,40,0,2000000.0,0.0,0,180,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,863,8111.2398609502,72,92,3476.2456546929,4634.9942062573,161,8192,149,1,0
22,342535,128.4540265958,712,712,64.2270132979,64.2270132979,1928,26883,230,16,2
443,117597046,0.229597604,292,272,0.1190506095,0.1105469945,639,8192,123,6,0
3389,3264668,6.4325070727,212,256,3.063098606,3.3694084666,1874,8192,62872,7,0
22,334478,131.548263264,712,712,65.774131632,65.774131632,1960,26883,230,16,2
51508,41,48780.4878048781,20,20,24390.243902439,24390.243902439,0,237,256,0,0
80,5516233,1.4502650631,92,92,0.7251325316,0.7251325316,97,8192,141,1,0
80,5662336,1.4128444515,92,92,0.7064222257,0.7064222257,506,8192,237,1,0
80,5753140,1.3905449893,92,92,0.6952724947,0.6952724947,97,8192,141,1,0
53,657,3044.1400304414,8,8,1522.0700152207,1522.0700152207,44,-1,-1,0,0
3389,4929404,3.2458285018,192,152,1.8257785323,1.4200499695,1148,8192,62852,5,0
443,121666,131.5075699045,192,152,73.9730080713,57.5345618332,553,8192,119,4,0
22,375519,122.4971306379,776,712,63.9115464198,58.5855842181,1928,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
53,226,8849.5575221239,8,8,4424.778761062,4424.778761062,39,-1,-1,0,0
80,115500874,0.2857121237,372,444,0.1558429766,0.1298691471,879,8192,176,13,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
53,2564,780.0312012481,8,8,390.015600624,390.015600624,51,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
445,140096,28.5518501599,72,32,21.4138876199,7.13796254,0,8192,8192,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,367212,119.8217923162,712,712,59.9108961581,59.9108961581,1912,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
80,5906509,1.3544379599,92,92,0.6772189799,0.6772189799,97,8192,141,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
80,1051,6660.3235014272,72,92,2854.4243577545,3805.8991436727,148,8192,149,1,0
3389,2466836,7.2967963821,192,204,3.648398191,3.648398191,1262,8192,62872,6,0
53,406,4926.1083743842,8,8,2463.0541871921,2463.0541871921,45,-1,-1,0,0
21,15,133333.333333333,40,20,66666.6666666667,66666.6666666667,0,26883,0,0,1
50479,37,81081.0810810811,60,0,81081.0810810811,0.0,31,1011,-1,1,0
53,29310,136.4721937905,16,16,68.2360968953,68.2360968953,76,-1,-1,1,0
53,57371,34.8608181834,8,8,17.4304090917,17.4304090917,38,-1,-1,0,0
51549,45,44444.4444444444,20,20,22222.2222222222,22222.2222222222,0,256,256,0,0
445,994489,12.0664984731,152,112,7.038790776,5.0277076971,364,8192,259,4,0
22,409091,107.5555316543,712,712,53.7777658272,53.7777658272,1912,26883,230,16,2
22,388577,113.2336705466,712,712,56.6168352733,56.6168352733,1944,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,36649,109.1434964119,16,16,54.571748206,54.571748206,78,-1,-1,1,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
22,354383,121.337648815,680,712,59.2579215143,62.0797273007,1992,26883,230,16,2
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
3389,2101835,7.1366210954,172,152,3.8061979175,3.3304231778,1128,8192,62872,5,0
3389,1789932,8.9388870639,192,152,5.0281239734,3.9107630904,1283,8192,62728,6,0
53,1757,1138.3039271486,8,8,569.1519635743,569.1519635743,33,-1,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,1809,1105.5831951354,8,8,552.7915975677,552.7915975677,34,-1,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,65,30769.2307692308,40,0,30769.2307692308,0.0,0,278,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
3389,5507409,3.4498981281,192,224,1.6341622712,1.8157358569,1337,8192,62862,6,0
53,379,5277.0448548813,8,8,2638.5224274406,2638.5224274406,36,-1,-1,0,0
53,1020,1960.7843137255,8,8,980.3921568627,980.3921568627,36,-1,-1,0,0
51547,63456,47.2768532526,40,20,31.5179021684,15.7589510842,38,176,0,0,0
80,54346189,0.0368011085,40,0,0.0368011085,0.0,0,279,-1,0,0
21,19,105263.157894737,40,20,52631.5789473684,52631.5789473684,0,26883,0,0,1
49575,1,2000000.0,40,0,2000000.0,0.0,0,64465,-1,0,0
445,339488,11.7824488642,72,32,8.8368366481,2.945612216,0,8192,8192,0,0
53,1502,1331.5579227696,8,8,665.7789613848,665.7789613848,37,-1,-1,0,0
22,363358,121.0926964591,712,712,60.5463482296,60.5463482296,1928,26883,230,16,2
53,196541,20.351987626,16,16,10.175993813,10.175993813,78,-1,-1,1,0
80,92,21739.1304347826,40,0,21739.1304347826,0.0,0,278,-1,0,0
443,245370,61.1321677467,172,152,32.6038227982,28.5283449484,1634,8192,1021,4,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,372013,118.2754366111,712,712,59.1377183055,59.1377183055,1912,26883,230,16,2
445,551936,19.9298469388,132,112,10.870825603,9.0590213358,455,8192,0,4,0
3389,5432709,3.497334387,244,172,2.0247725398,1.4725618471,1138,8192,62862,5,0
58124,138,14492.7536231884,40,0,14492.7536231884,0.0,0,259,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,31569,63.3532896196,20,20,31.6766448098,31.6766448098,0,251,2738,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,295,6779.6610169492,8,8,3389.8305084746,3389.8305084746,51,-1,-1,0,0
80,6025010,1.3277986261,92,92,0.663899313,0.663899313,97,8192,141,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
445,254173,7.8686563876,52,0,7.8686563876,0.0,1,251,-1,0,0
53,12772,156.5925461948,8,8,78.2962730974,78.2962730974,51,-1,-1,0,0
53,17568,113.8433515483,8,8,56.9216757741,56.9216757741,77,-1,-1,0,0
443,5714392,1.7499674506,132,92,1.0499804704,0.6999869802,599,8192,946,3,0
21,4,500000.0,40,20,250000.0,250000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
445,303720,13.170025023,72,32,9.8775187673,3.2925062558,0,8192,8192,0,0
53,242,8264.4628099174,8,8,4132.2314049587,4132.2314049587,54,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
3389,10588157,1.8889028563,236,212,0.9444514281,0.9444514281,1138,8192,62862,5,0
21,44,45454.5454545455,40,20,22727.2727272727,22727.2727272727,0,26883,0,0,1
49464,45,44444.4444444444,20,20,22222.2222222222,22222.2222222222,0,980,253,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,117080967,1.1615893128,932,1812,0.3928905029,0.7686988099,1022,8192,131,8,0
17678,147,13605.4421768707,40,0,13605.4421768707,0.0,0,255,-1,0,0
50167,1,2000000.0,40,0,2000000.0,0.0,0,121,-1,0,0
3389,1966470,7.6278814322,172,152,4.0682034305,3.5596780017,1144,8192,62856,5,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
53,302,6622.5165562914,8,8,3311.2582781457,3311.2582781457,36,-1,-1,0,0
22,379436,115.9615850894,712,712,57.9807925447,57.9807925447,1912,26883,230,16,2
22,311353,141.3186961423,712,712,70.6593480712,70.6593480712,1944,26883,230,16,2
12735,61,32786.8852459016,40,0,32786.8852459016,0.0,0,256,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
64101,38,52631.5789473684,40,0,52631.5789473684,0.0,0,256,-1,0,0
443,120798,132.4525240484,192,152,74.5045447772,57.9479792712,550,8192,946,4,0
53,326,6134.9693251534,8,8,3067.4846625767,3067.4846625767,43,-1,-1,0,0
443,5324926,1.8779603698,132,92,1.1267762219,0.7511841479,599,8192,946,3,0
443,65223069,0.4446279582,292,384,0.2146479798,0.2299799784,793,8192,59,9,0
80,5796131,1.3802310541,92,92,0.6901155271,0.6901155271,97,8192,141,1,0
22,321349,136.922784885,712,712,68.4613924425,68.4613924425,1960,26883,230,16,2
443,88401398,0.1583685362,172,132,0.0904963064,0.0678722298,1223,8192,509,3,0
53,37618,53.1660375352,8,8,26.5830187676,26.5830187676,88,-1,-1,0,0
52184,11507,260.7108716433,40,20,173.8072477622,86.9036238811,38,62,0,0,0
80,5452583,0.7335972694,72,32,0.5501979521,0.1833993174,0,8192,29200,0,0
53,38907,102.8092631146,16,16,51.4046315573,51.4046315573,106,-1,-1,1,0
3389,2177184,6.8896335817,172,152,3.6744712436,3.2151623381,1148,8192,62852,5,0
53,2121,942.9514380009,8,8,471.4757190005,471.4757190005,35,-1,-1,0,0
21,19,105263.157894737,40,20,52631.5789473684,52631.5789473684,0,26883,0,0,1
22,375195,114.6070709898,744,648,61.3014565759,53.3056144138,1928,26883,230,16,2
51234,37,54054.0540540541,20,20,27027.027027027,27027.027027027,0,127,256,0,0
445,1453657,8.255042283,152,112,4.8154413318,3.4396009513,364,8192,257,4,0
80,1423,4919.1848208011,72,92,2108.2220660576,2810.9627547435,148,8192,149,1,0
80,828,8454.1062801932,72,92,3623.1884057971,4830.9178743961,161,8192,149,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
22,19,105263.157894737,32,32,52631.5789473684,52631.5789473684,0,241,230,0,2
21,21,95238.0952380952,40,20,47619.0476190476,47619.0476190476,0,26883,0,0,1
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
22,404867,108.677664517,712,712,54.3388322585,54.3388322585,1928,26883,230,16,2
53,356,5617.9775280899,8,8,2808.988764045,2808.988764045,33,-1,-1,0,0
443,150,13333.3333333333,40,0,13333.3333333333,0.0,0,255,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
22,374752,117.4109811289,712,712,58.7054905644,58.7054905644,1976,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
3389,4389621,3.872771704,204,184,2.0502909021,1.8224808019,1138,8192,62862,5,0
80,94,21276.5957446809,40,0,21276.5957446809,0.0,0,278,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,116049955,0.913399751,592,1684,0.2498923847,0.6635073663,610,8192,2041,14,0
443,5484239,0.7293628159,60,32,0.5470221119,0.182340704,54,255,1345,1,0
53,2833,705.965407695,8,8,352.9827038475,352.9827038475,48,-1,-1,0,0
22,335949,130.9722606705,712,712,65.4861303353,65.4861303353,1928,26883,230,16,2
443,30702004,0.814279094,272,244,0.4234251289,0.3908539651,2432,8192,34164,7,0
53,2051,975.1340809361,8,8,487.5670404681,487.5670404681,43,-1,-1,0,0
53,2135,936.7681498829,8,8,468.3840749415,468.3840749415,31,-1,-1,0,0
443,5408854,2.2185845652,172,88,1.4790563768,0.7395281884,598,8192,64518,3,0
22,315894,139.2872292604,712,712,69.6436146302,69.6436146302,2008,26883,230,16,2
80,161,12422.3602484472,40,0,12422.3602484472,0.0,0,253,-1,0,0
80,6263143,1.277313962,92,92,0.638656981,0.638656981,97,8192,141,1,0
22,370102,118.8861449006,712,712,59.4430724503,59.4430724503,1928,26883,230,16,2
53,343,5830.9037900875,8,8,2915.4518950437,2915.4518950437,36,-1,-1,0,0
445,820926,14.6176391051,152,112,8.5269561446,6.0906829605,364,8192,255,4,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,2055,973.2360097324,8,8,486.6180048662,486.6180048662,38,-1,-1,0,0
3389,1498515,10.0099098107,172,152,5.3386185657,4.671291245,1138,8192,62862,5,0
53,896,2232.1428571429,8,8,1116.0714285714,1116.0714285714,31,-1,-1,0,0
53,1232,1623.3766233766,8,8,811.6883116883,811.6883116883,41,-1,-1,0,0
443,251,11952.1912350598,60,0,11952.1912350598,0.0,77,255,-1,1,0
49640,84,47619.0476190476,60,20,35714.2857142857,11904.7619047619,31,1013,0,1,0
443,115234558,0.3384401405,432,504,0.1822369987,0.1562031418,1408,8192,1013,16,0
53,20463,195.4747593217,16,16,97.7373796609,97.7373796609,80,-1,-1,1,0
50283,0,284000.753675517,40,0,0.0,0.0,0,0,-1,0,0
3389,1675067,8.954865686,172,152,4.7759283659,4.1789373201,1144,8192,62856,5,0
3389,2193079,7.295678815,192,152,4.1038193335,3.1918594816,1148,8192,62852,5,0
53,2096,954.1984732824,8,8,477.0992366412,477.0992366412,40,-1,-1,0,0
