Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
137,17,14/02/2018 08:59:43,1512891,3,0,150,0,50,50,50.0,0.0,0,0,0.0,0.0,99.1479227519,1.982958455,756445.5,12901.1632227486,765568,747323,1512891,756445.5,12901.1632227486,765568,747323,0,0.0,0.0,0,0,0,0,0,0,24,0,1.982958455,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,66.6666666667,50.0,0.0,0,0,0,0,0,0,3,150,0,0,-1,-1,2,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 02:25:06,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
53,17,14/02/2018 12:12:10,169439,2,2,84,282,42,42,42.0,0.0,141,141,141.0,0.0,2160.0694055088,23.6073159072,56479.6666666667,76417.45227586,143440,36,25963,25963.0,0.0,25963,25963,36,36.0,0.0,36,36,0,0,0,0,16,16,11.8036579536,11.8036579536,42,141,81.6,54.224533193,2940.3,0,0,0,0,0,0,0,0,1,102.0,42.0,141.0,0,0,0,0,0,0,2,84,2,282,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,0,14/02/2018 11:59:42,112633752,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266350001,56316876.0,14.1421356237,56316886,56316866,112633752,56316876.0,14.1421356237,56316886,56316866,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266350001,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56316876.0,14.1421356237,56316886,56316866,Benign
22,6,14/02/2018 02:08:16,376685,24,20,1912,2665,640,0,79.6666666667,133.8339875812,976,0,133.25,268.7712537496,12150.7360261226,116.8084739238,8760.1162790698,22550.0481819877,125469,5,376629,16375.1739130435,29716.3140725644,125469,5,376676,19825.052631579,42141.8880390648,164527,9,0,0,0,0,776,648,63.7137130494,53.0947608745,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,0,104.0227272727,79.6666666667,133.25,0,0,0,0,0,0,24,1912,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
53,17,14/02/2018 10:39:02,13384,1,1,30,124,30,30,30.0,0.0,124,124,124.0,0.0,11506.2761506276,149.4321578004,13384.0,0.0,13384,13384,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,74.7160789002,74.7160789002,30,124,61.3333333333,54.2709253038,2945.3333333333,0,0,0,0,0,0,0,0,1,92.0,30.0,124.0,0,0,0,0,0,0,1,30,1,124,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 12:53:30,1168715,8,7,1138,1581,677,0,142.25,227.7465696778,1173,0,225.8571428571,430.0986044197,2326.4867824919,12.8346089509,83479.6428571428,250867.033171454,953260,3,1168715,166959.285714286,382388.380159803,1033831,3,1142506,190417.666666667,374297.699941459,953260,26280,0,0,0,0,172,152,6.8451247738,5.9894841771,0,1173,169.9375,319.3627965705,101992.595833333,0,0,0,1,0,0,0,0,0,181.2666666667,142.25,225.8571428571,0,0,0,0,0,0,8,1138,7,1581,8192,62862,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 10:35:12,1244749,8,7,1138,1581,677,0,142.25,227.7465696778,1173,0,225.8571428571,430.0986044197,2184.3761272353,12.050622254,88910.6428571429,246124.946116838,942003,2,1244749,177821.285714286,375961.530793473,1028972,2,1217188,202864.666666667,362772.184566935,942003,30264,0,0,0,0,172,152,6.4269985354,5.6236237185,0,1173,169.9375,319.3627965705,101992.595833333,0,0,0,1,0,0,0,0,0,181.2666666667,142.25,225.8571428571,0,0,0,0,0,0,8,1138,7,1581,8192,62862,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 02:36:57,25863,1,1,51,161,51,51,51.0,0.0,161,161,161.0,0.0,8197.0382399567,77.3305494336,25863.0,0.0,25863,25863,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,38.6652747168,38.6652747168,51,161,87.6666666667,63.5085296109,4033.3333333333,0,0,0,0,0,0,0,0,1,131.5,51.0,161.0,0,0,0,0,0,0,1,51,1,161,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 01:18:46,18450,1,1,34,79,34,34,34.0,0.0,79,79,79.0,0.0,6124.6612466125,108.4010840108,18450.0,0.0,18450,18450,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,54.2005420054,54.2005420054,34,79,49.0,25.9807621135,675.0,0,0,0,0,0,0,0,0,1,73.5,34.0,79.0,0,0,0,0,0,0,1,34,1,79,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 02:59:56,2115842,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1289.7938503915,7.0893762389,151131.571428571,247361.235741364,953354,4,2115842,302263.142857143,396163.715211034,1186831,4,1932567,322094.5,309835.815522835,953354,184484,0,0,0,0,172,152,3.7810006607,3.3083755781,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 02:54:00,132996,2,2,66,254,33,33,33.0,0.0,127,127,127.0,0.0,2406.0874011249,30.0760925141,44332.0,52873.0877384705,102870,45,30081,30081.0,0.0,30081,30081,45,45.0,0.0,45,45,0,0,0,0,16,16,15.038046257,15.038046257,33,127,70.6,51.4859204055,2650.8,0,0,0,0,0,0,0,0,1,88.25,33.0,127.0,0,0,0,0,0,0,2,66,2,254,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 10:49:59,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
21,6,14/02/2018 11:27:56,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
53,17,14/02/2018 08:44:07,1090,1,1,40,101,40,40,40.0,0.0,101,101,101.0,0.0,129357.798165138,1834.8623853211,1090.0,0.0,1090,1090,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,917.4311926606,917.4311926606,40,101,60.3333333333,35.2183664206,1240.3333333333,0,0,0,0,0,0,0,0,1,90.5,40.0,101.0,0,0,0,0,0,0,1,40,1,101,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 11:04:13,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
53,17,14/02/2018 01:31:51,31793,1,1,47,107,47,47,47.0,0.0,107,107,107.0,0.0,4843.8335482653,62.9069291983,31793.0,0.0,31793,31793,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,31.4534645991,31.4534645991,47,107,67.0,34.6410161514,1200.0,0,0,0,0,0,0,0,0,1,100.5,47.0,107.0,0,0,0,0,0,0,1,47,1,107,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 02:57:36,387571,22,22,1928,2665,640,0,87.6363636364,137.7805520365,976,0,121.1363636364,258.6415602914,11850.7318659033,113.5275859133,9013.2790697674,18210.4642409974,80671,7,386464,18403.0476190476,25163.7976316696,80671,315,387563,18455.380952381,33339.4226471848,117958,15,0,0,0,0,712,712,56.7637929566,56.7637929566,0,976,102.0666666667,203.7409674518,41510.3818181818,0,0,0,1,0,0,0,0,1,104.3863636364,87.6363636364,121.1363636364,0,0,0,0,0,0,22,1928,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
53,17,14/02/2018 08:57:30,483,1,1,51,147,51,51,51.0,0.0,147,147,147.0,0.0,409937.888198758,4140.7867494824,483.0,0.0,483,483,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2070.3933747412,2070.3933747412,51,147,83.0,55.4256258422,3072.0,0,0,0,0,0,0,0,0,1,124.5,51.0,147.0,0,0,0,0,0,0,1,51,1,147,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,14/02/2018 11:43:19,54037642,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0370112375,54037642.0,0.0,54037642,54037642,54037642,54037642.0,0.0,54037642,54037642,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0370112375,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 11:05:58,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
22,6,14/02/2018 02:55:36,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
22,6,14/02/2018 02:33:31,381430,22,22,1944,2665,640,0,88.3636363636,137.8690011274,976,0,121.1363636364,258.6415602914,12083.475342789,115.3553732008,8870.4651162791,20798.593536868,106019,3,381380,18160.9523809524,29070.0359123896,106019,184,381424,18163.0476190476,37368.0727941329,145001,13,0,0,0,0,712,712,57.6776866004,57.6776866004,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,0,1,104.75,88.3636363636,121.1363636364,0,0,0,0,0,0,22,1944,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
80,6,14/02/2018 10:31:30,47784,3,4,436,858,436,0,145.3333333333,251.7247173667,858,0,214.5,429.0,27080.194207266,146.4925498075,7964.0,11808.4514310726,23286,34,23298,11649.0,16259.2133266035,23146,152,24672,8224.0,13216.5626771865,23472,51,0,0,0,0,72,92,62.7825213461,83.7100284614,0,858,161.75,320.0347079392,102422.214285714,0,0,0,1,0,0,0,0,1,184.8571428571,145.3333333333,214.5,0,0,0,0,0,0,3,436,4,858,8192,31,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 10:59:27,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
80,6,14/02/2018 01:50:02,9404,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,212.6754572522,9404.0,0.0,9404,9404,9404,9404.0,0.0,9404,9404,0,0.0,0.0,0,0,0,0,0,0,40,0,212.6754572522,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
49582,6,14/02/2018 10:46:49,52,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,38461.5384615385,52.0,0.0,52,52,52,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0,0,0,40,0,38461.5384615385,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 11:39:21,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
22,6,14/02/2018 02:05:24,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
22,6,14/02/2018 02:12:00,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
53,17,14/02/2018 11:12:34,1976,1,1,40,103,40,40,40.0,0.0,103,103,103.0,0.0,72368.4210526316,1012.1457489879,1976.0,0.0,1976,1976,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,506.0728744939,506.0728744939,40,103,61.0,36.3730669589,1323.0,0,0,0,0,0,0,0,0,1,91.5,40.0,103.0,0,0,0,0,0,0,1,40,1,103,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 03:02:22,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
21,6,14/02/2018 11:50:16,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
3389,6,14/02/2018 11:14:02,21701318,10,8,1138,1600,677,0,113.8,209.617535314,1173,0,200.0,404.854471208,126.1674521336,0.8294427094,1276548.11764706,4698438.76966895,19486044,110,21701318,2411257.55555556,6412871.41944935,19486044,467,2098110,299730.0,311988.132539258,953390,82223,0,0,0,0,224,172,0.4608015052,0.3686412042,0,1173,144.1052631579,297.9326722482,88763.8771929825,0,0,0,1,0,0,0,0,0,152.1111111111,113.8,200.0,0,0,0,0,0,0,10,1138,8,1600,8192,62862,5,20,2215274.0,0.0,2215274,2215274,19486044.0,0.0,19486044,19486044,Benign
21,6,14/02/2018 11:05:25,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
22,6,14/02/2018 03:08:41,199311,20,22,1928,2665,640,0,96.4,141.7478859027,976,0,121.1363636364,258.6415602914,23044.3879163719,210.7259509009,4861.243902439,11383.786447796,38841,4,198753,10460.6842105263,15495.8048267288,39132,270,199300,9490.4761904762,21447.5664274972,75296,22,0,0,0,0,648,712,100.3456909052,110.3802599957,0,976,106.8139534884,207.2870399796,42967.9169435216,0,0,0,1,0,0,0,0,1,109.3571428571,96.4,121.1363636364,0,0,0,0,0,0,20,1928,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
53,17,14/02/2018 04:46:06,2116,1,1,51,161,51,51,51.0,0.0,161,161,161.0,0.0,100189.035916824,945.179584121,2116.0,0.0,2116,2116,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,472.5897920605,472.5897920605,51,161,87.6666666667,63.5085296109,4033.3333333333,0,0,0,0,0,0,0,0,1,131.5,51.0,161.0,0,0,0,0,0,0,1,51,1,161,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 10:37:22,2588765,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1054.170618036,5.7942686957,184911.785714286,258674.498555522,965569,4,2588765,369823.571428571,404281.325490414,1256391,4,2348940,391490.0,282699.827674514,965569,241403,0,0,0,0,172,152,3.0902766377,2.703992058,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 10:00:14,14716,1,1,40,139,40,40,40.0,0.0,139,139,139.0,0.0,12163.631421582,135.9064963305,14716.0,0.0,14716,14716,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,67.9532481653,67.9532481653,40,139,73.0,57.1576766498,3267.0,0,0,0,0,0,0,0,0,1,109.5,40.0,139.0,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 11:30:08,1273,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,128043.990573449,1571.0919088767,1273.0,0.0,1273,1273,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,785.5459544383,785.5459544383,51,112,71.3333333333,35.2183664206,1240.3333333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,0,0,0,0,0,0,1,51,1,112,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 11:17:56,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.157894737,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,52631.5789473684,52631.5789473684,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
443,6,14/02/2018 10:50:01,60494815,12,14,370,3264,239,0,30.8333333333,74.8293006945,1460,0,233.1428571429,522.5606857865,60.0712639587,0.4297889001,2419792.6,4333837.23052908,10033410,1,60494815,5499528.63636364,5207994.90534665,10100713,294,60427417,4648262.84615385,5188827.37322507,10100697,1,0,0,0,0,252,284,0.1983641077,0.2314247924,0,1460,134.5925925926,387.0388828866,149799.096866097,0,0,0,1,0,0,0,0,1,139.7692307692,30.8333333333,233.1428571429,0,0,0,0,0,0,12,370,14,3264,8192,48180,7,20,107304.833333333,96625.9650558103,304530,67287,9975141.16666667,136092.397554627,10033410,9697405,Benign
53,17,14/02/2018 12:46:59,1628,1,1,30,207,30,30,30.0,0.0,207,207,207.0,0.0,145577.395577396,1228.5012285012,1628.0,0.0,1628,1628,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,614.2506142506,614.2506142506,30,207,89.0,102.1909976466,10443.0,0,0,0,0,0,0,0,0,1,133.5,30.0,207.0,0,0,0,0,0,0,1,30,1,207,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 01:28:48,113759,2,2,92,286,46,46,46.0,0.0,143,143,143.0,0.0,3322.8140191106,35.1620531123,37919.6666666667,41366.3222601833,82061,43,31655,31655.0,0.0,31655,31655,43,43.0,0.0,43,43,0,0,0,0,16,16,17.5810265561,17.5810265561,46,143,84.8,53.129088078,2822.7,0,0,0,0,0,0,0,0,1,106.0,46.0,143.0,0,0,0,0,0,0,2,92,2,286,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,14/02/2018 09:32:06,116409757,22,19,1648,3404,663,0,74.9090909091,189.6527928035,1460,0,179.1578947368,440.2171513593,43.3984240685,0.3522041542,2910243.925,4514500.3854088,10000985,10,116409757,5543321.76190476,4954088.76468324,10012752,18,110609549,6144974.94444445,4998087.9010024,10092490,75,0,0,0,0,464,524,0.1889875949,0.1632165592,0,1460,120.2857142857,326.443980606,106565.672473868,0,0,0,1,0,0,0,0,0,123.2195121951,74.9090909091,179.1578947368,0,0,0,0,0,0,22,1648,19,3404,8192,120,16,20,51543.3333333333,137296.0871384,487516,11762,9649268.25,1215863.94270525,10000985,5788382,Benign
22,6,14/02/2018 02:39:29,5,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,200000.0,200000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
22,6,14/02/2018 02:39:43,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
80,6,14/02/2018 09:41:14,54137042,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0369432818,54137042.0,0.0,54137042,54137042,54137042,54137042.0,0.0,54137042,54137042,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0369432818,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51926,6,14/02/2018 02:51:32,21,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.0952380952,21.0,0.0,21,21,21,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0,0,0,40,0,95238.0952380952,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 02:13:13,369820,22,22,1928,2665,640,0,87.6363636364,137.7805520365,976,0,121.1363636364,258.6415602914,12419.5554594127,118.9767995241,8600.4651162791,18138.3619874574,81450,3,369776,17608.380952381,26600.997217165,84911,308,369812,17610.0952380952,32785.0004253542,119805,6,0,0,0,0,712,712,59.488399762,59.488399762,0,976,102.0666666667,203.7409674518,41510.3818181818,0,0,0,1,0,0,0,0,1,104.3863636364,87.6363636364,121.1363636364,0,0,0,0,0,0,22,1928,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
50936,6,14/02/2018 12:33:29,15,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.333333333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,66666.6666666667,66666.6666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,123,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
