Dst Port,Flow Duration,Flow Pkts/s,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,PSH Flag Cnt,Init Fwd Win Byts,Fwd Act Data Pkts
22,18,111111.0,32,32,55555.0,55555.0,0,241,0
53,1050,1904.0,8,8,952.0,952.0,0,-1,0
53,1169,1710.0,8,8,855.0,855.0,0,-1,0
22,292843,150.0,712,712,75.0,75.0,1,26883,16
80,53845042,0.0,40,0,0.0,0.0,0,279,0
53,1841,1086.0,8,8,543.0,543.0,0,-1,0
443,2360,1271.0,60,0,1271.0,0.0,0,258,1
80,117433065,0.0,372,444,0.0,0.0,1,8192,13
53,326,6134.0,8,8,3067.0,3067.0,0,-1,0
443,117123416,0.0,332,352,0.0,0.0,1,8192,8
21,8,250000.0,40,20,125000.0,125000.0,1,26883,0
22,378546,121.0,840,648,68.0,52.0,1,26883,16
53,408,4901.0,8,8,2450.0,2450.0,0,-1,0
80,6887737,1.0,92,92,0.0,0.0,1,8192,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,377980,116.0,712,712,58.0,58.0,1,26883,16
22,366624,122.0,744,712,62.0,60.0,1,26883,16
53,351,5698.0,8,8,2849.0,2849.0,0,-1,0
13186,5269999,1.0,80,0,1.0,0.0,0,-1,9
53,93684,42.0,16,16,21.0,21.0,0,-1,1
80,83730226,0.0,272,348,0.0,0.0,1,8192,9
53,43514,91.0,16,16,45.0,45.0,0,-1,1
80,878,7972.0,72,92,3416.0,4555.0,1,8192,1
3389,2532393,7.0,192,204,3.0,3.0,1,8192,6
443,53710992,4.0,832,4320,0.0,3.0,1,8192,15
53,285,7017.0,8,8,3508.0,3508.0,0,-1,0
22,2,1000000.0,32,32,500000.0,500000.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,11,181818.0,40,20,90909.0,90909.0,1,26883,0
53,1130,1769.0,8,8,884.0,884.0,0,-1,0
80,5260,380.0,40,0,380.0,0.0,0,279,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,70,28571.0,40,0,28571.0,0.0,0,278,0
53,326,6134.0,8,8,3067.0,3067.0,0,-1,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
50942,4965076,0.0,40,0,0.0,0.0,0,237,0
80,178,11235.0,40,0,11235.0,0.0,0,253,0
80,84,23809.0,40,0,23809.0,0.0,0,278,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
443,7849536,11.0,452,1392,2.0,8.0,1,8192,10
80,88,22727.0,40,0,22727.0,0.0,0,279,0
51652,61,32786.0,20,20,16393.0,16393.0,0,31500,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
443,14062809,3.0,384,692,1.0,2.0,1,8192,6
3389,2891868,5.0,192,152,3.0,2.0,1,8192,5
53,486,4115.0,8,8,2057.0,2057.0,0,-1,0
55623,37,54054.0,40,0,54054.0,0.0,0,256,0
22,380170,115.0,712,712,57.0,57.0,1,26883,16
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
63541,154,12987.0,40,0,12987.0,0.0,0,259,0
22,381401,115.0,776,648,62.0,52.0,1,26883,16
445,1137898,10.0,152,112,6.0,4.0,1,8192,4
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,2259,885.0,8,8,442.0,442.0,0,-1,0
53,1806,1107.0,8,8,553.0,553.0,0,-1,0
51201,389,10282.0,60,20,7712.0,2570.0,0,980,1
445,117200,34.0,72,32,25.0,8.0,1,8192,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
53,2268,881.0,8,8,440.0,440.0,0,-1,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
80,90,22222.0,40,0,22222.0,0.0,0,278,0
53,908,2202.0,8,8,1101.0,1101.0,0,-1,0
22,313898,140.0,712,712,70.0,70.0,1,26883,16
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
53,794,2518.0,8,8,1259.0,1259.0,0,-1,0
21,19,105263.0,40,20,52631.0,52631.0,1,26883,0
3389,3590163,5.0,212,256,2.0,3.0,1,8192,7
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
445,75938596,0.0,72,0,0.0,0.0,0,255,0
445,11429111,1.0,196,144,0.0,0.0,1,8192,4
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,19,105263.0,40,20,52631.0,52631.0,1,26883,0
30710,47,42553.0,40,0,42553.0,0.0,0,256,0
53,256,7812.0,8,8,3906.0,3906.0,0,-1,0
445,423146,28.0,148,108,16.0,11.0,1,8192,4
53,56581,70.0,16,16,35.0,35.0,0,-1,1
50761,27,74074.0,20,20,37037.0,37037.0,0,60,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
443,598,5016.0,60,0,5016.0,0.0,0,254,1
22,371632,115.0,744,648,61.0,53.0,1,26883,16
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,4912574,1.0,92,92,0.0,0.0,1,8192,1
3389,2656256,6.0,224,172,3.0,3.0,1,8192,5
53,810,2469.0,8,8,1234.0,1234.0,0,-1,0
53,291,6872.0,8,8,3436.0,3436.0,0,-1,0
22,388652,113.0,776,648,61.0,51.0,1,26883,16
53,23968,83.0,8,8,41.0,41.0,0,-1,0
445,62716,63.0,72,32,47.0,15.0,1,8192,0
50160,32,62500.0,40,0,62500.0,0.0,0,258,0
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
52884,17,117647.0,40,0,117647.0,0.0,0,184,0
50510,16,125000.0,20,20,62500.0,62500.0,0,33761,0
80,2260,884.0,40,0,884.0,0.0,0,253,0
80,6099105,1.0,92,92,0.0,0.0,1,8192,1
22,369702,119.0,712,712,59.0,59.0,1,26883,16
443,1698,1766.0,60,0,1766.0,0.0,0,258,1
3389,3386828,5.0,212,152,2.0,2.0,1,8192,5
80,296,6756.0,40,0,6756.0,0.0,0,256,0
3389,2170109,7.0,204,172,4.0,3.0,1,8192,5
53,25644,77.0,8,8,38.0,38.0,0,-1,0
445,46886790,0.0,48,48,0.0,0.0,1,8192,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
53,32970,121.0,16,16,60.0,60.0,0,-1,1
53,282,7092.0,8,8,3546.0,3546.0,0,-1,0
53,1123,1780.0,8,8,890.0,890.0,0,-1,0
52938,2067,1451.0,40,20,967.0,483.0,0,176,0
53,13027,153.0,8,8,76.0,76.0,0,-1,0
3389,3159958,6.0,192,224,2.0,3.0,1,8192,6
3389,3596868,4.0,212,152,2.0,1.0,1,8192,5
3389,2435036,6.0,168,148,3.0,2.0,1,65535,5
53,452,4424.0,8,8,2212.0,2212.0,0,-1,0
53,1864,1072.0,8,8,536.0,536.0,0,-1,0
53,330,6060.0,8,8,3030.0,3030.0,0,-1,0
445,469231,23.0,132,112,12.0,10.0,1,8192,4
3389,1731504,8.0,172,152,4.0,4.0,1,8192,5
53,20066,99.0,8,8,49.0,49.0,0,-1,0
80,54416058,0.0,40,0,0.0,0.0,0,279,0
49581,36,55555.0,40,0,55555.0,0.0,0,256,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,2029,985.0,8,8,492.0,492.0,0,-1,0
53,1351,1480.0,8,8,740.0,740.0,0,-1,0
51936,9620,415.0,60,20,311.0,103.0,0,62,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,2928,683.0,8,8,341.0,341.0,0,-1,0
443,15359520,1.0,212,284,0.0,0.0,1,8192,5
445,244835,16.0,72,32,12.0,4.0,1,8192,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
3389,7580352,2.0,252,152,1.0,0.0,1,8192,5
53,1290,1550.0,8,8,775.0,775.0,0,-1,0
22,4,500000.0,32,32,250000.0,250000.0,0,241,0
3389,10588157,1.0,236,212,0.0,0.0,1,8192,5
445,483264,22.0,132,112,12.0,10.0,1,8192,4
53,17671,226.0,16,16,113.0,113.0,0,-1,1
80,116239957,0.0,612,884,0.0,0.0,1,8192,15
53,384,5208.0,8,8,2604.0,2604.0,0,-1,0
50583,27,74074.0,20,20,37037.0,37037.0,0,58,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
445,528347,20.0,132,112,11.0,9.0,1,8192,4
60538,137,14598.0,40,0,14598.0,0.0,0,255,0
443,113570185,0.0,452,1708,0.0,0.0,1,8192,10
80,5855,341.0,40,0,341.0,0.0,0,253,0
80,6391582,1.0,92,92,0.0,0.0,1,8192,1
80,55243426,0.0,40,0,0.0,0.0,0,279,0
445,153994,25.0,72,32,19.0,6.0,1,8192,0
53,1084,1845.0,8,8,922.0,922.0,0,-1,0
80,125,16000.0,40,0,16000.0,0.0,0,256,0
80,744,9408.0,72,92,4032.0,5376.0,1,8192,1
53,977,2047.0,8,8,1023.0,1023.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
59043,36,55555.0,40,0,55555.0,0.0,0,256,0
53,25339,78.0,8,8,39.0,39.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
3389,2133652,7.0,172,152,3.0,3.0,1,8192,5
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
5355,424730,4.0,16,0,4.0,0.0,0,-1,1
80,5627154,1.0,92,92,0.0,0.0,1,8192,1
49951,44,45454.0,20,20,22727.0,22727.0,0,230,0
22,399061,107.0,744,648,57.0,50.0,1,26883,16
53,500,4000.0,8,8,2000.0,2000.0,0,-1,0
53,772,2590.0,8,8,1295.0,1295.0,0,-1,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
80,1127,6211.0,72,92,2661.0,3549.0,1,8192,1
21,5,400000.0,40,20,200000.0,200000.0,1,26883,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
443,130,15384.0,40,0,15384.0,0.0,0,64209,0
53,37186,107.0,16,16,53.0,53.0,0,-1,1
36479,152,13157.0,40,0,13157.0,0.0,0,257,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,375704,111.0,712,648,58.0,53.0,1,26883,16
3389,1379137,10.0,172,152,5.0,5.0,1,8192,5
51012,37,54054.0,20,20,27027.0,27027.0,0,913,0
80,167,11976.0,40,0,11976.0,0.0,0,256,0
51236,19,105263.0,20,20,52631.0,52631.0,0,946,0
53,14904,134.0,8,8,67.0,67.0,0,-1,0
50313,112,17857.0,40,0,17857.0,0.0,0,126,0
80,117485023,0.0,452,484,0.0,0.0,1,8192,15
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,13930,143.0,8,8,71.0,71.0,0,-1,0
443,341174,43.0,192,132,26.0,17.0,1,8192,4
53,929,2152.0,8,8,1076.0,1076.0,0,-1,0
53,354,5649.0,8,8,2824.0,2824.0,0,-1,0
53,1221,1638.0,8,8,819.0,819.0,0,-1,0
445,985925,11.0,132,112,6.0,5.0,1,8192,4
50355,33,60606.0,20,20,30303.0,30303.0,0,229,0
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
443,112231420,0.0,140,60,0.0,0.0,0,257,3
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
3389,2392915,6.0,172,172,3.0,3.0,1,8192,5
22,4,500000.0,32,32,250000.0,250000.0,0,241,0
51972,41,48780.0,20,20,24390.0,24390.0,0,168,0
80,82,24390.0,40,0,24390.0,0.0,0,278,0
445,686761,16.0,132,112,8.0,7.0,1,8192,4
3389,11427314,1.0,212,152,0.0,0.0,1,8192,5
22,19,105263.0,32,32,52631.0,52631.0,0,241,0
80,5884556,1.0,92,92,0.0,0.0,1,8192,1
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,19,105263.0,40,20,52631.0,52631.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,1595,1253.0,8,8,626.0,626.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,32948,60.0,8,8,30.0,30.0,0,-1,0
22,4,500000.0,32,32,250000.0,250000.0,0,241,0
443,66249,241.0,192,152,135.0,105.0,1,8192,4
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
80,79,25316.0,40,0,25316.0,0.0,0,278,0
80,10058385,0.0,112,104,0.0,0.0,1,8192,2
443,87,22988.0,20,20,11494.0,11494.0,0,0,0
51982,96050,31.0,40,20,20.0,10.0,0,423,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,7810,256.0,8,8,128.0,128.0,0,-1,0
53,440,4545.0,8,8,2272.0,2272.0,0,-1,0
80,802,8728.0,72,92,3740.0,4987.0,1,8192,1
53,99060,40.0,16,16,20.0,20.0,0,-1,1
80,777,9009.0,72,92,3861.0,5148.0,1,8192,1
80,54763054,0.0,40,0,0.0,0.0,0,279,0
80,60067795,0.0,112,72,0.0,0.0,1,8192,1
80,121,16528.0,40,0,16528.0,0.0,0,256,0
53,49916,80.0,16,16,40.0,40.0,0,-1,1
3389,2428217,6.0,172,152,3.0,2.0,1,8192,5
445,867461,13.0,152,112,8.0,5.0,1,8192,4
53,413,4842.0,8,8,2421.0,2421.0,0,-1,0
53,1182,1692.0,8,8,846.0,846.0,0,-1,0
53,1738,1150.0,8,8,575.0,575.0,0,-1,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
445,36762,108.0,72,32,81.0,27.0,1,8192,0
52580,48,41666.0,20,20,20833.0,20833.0,0,31500,0
53,2224,899.0,8,8,449.0,449.0,0,-1,0
443,780,3846.0,60,0,3846.0,0.0,0,255,1
443,118663879,1.0,920,1880,0.0,0.0,0,255,10
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,12059,165.0,8,8,82.0,82.0,0,-1,0
22,355865,126.0,744,712,64.0,61.0,1,26883,16
80,105436154,0.0,240,220,0.0,0.0,0,63924,10
53,948,2109.0,8,8,1054.0,1054.0,0,-1,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
22,381999,115.0,712,712,57.0,57.0,1,26883,16
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,851,2350.0,8,8,1175.0,1175.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,401150,104.0,712,648,54.0,49.0,1,26883,16
443,177,11299.0,40,0,11299.0,0.0,0,260,0
52404,46,43478.0,20,20,21739.0,21739.0,0,356,0
3389,4418296,5.0,232,308,2.0,2.0,1,8192,8
21,20,100000.0,40,20,50000.0,50000.0,1,26883,0
3389,3196881,5.0,192,204,2.0,2.0,1,8192,6
22,375124,122.0,840,648,69.0,53.0,1,26883,16
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,21095,94.0,8,8,47.0,47.0,0,-1,0
80,92650,75.0,72,92,32.0,43.0,1,8192,1
53,1281,1561.0,8,8,780.0,780.0,0,-1,0
52616,146,13698.0,40,0,13698.0,0.0,0,258,0
3389,1692438,11.0,208,188,5.0,5.0,1,8192,5
80,53933725,0.0,40,0,0.0,0.0,0,279,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
443,5094665,2.0,172,132,1.0,1.0,1,8192,3
22,18,111111.0,32,32,55555.0,55555.0,0,241,0
53,575,3478.0,8,8,1739.0,1739.0,0,-1,0
80,54588708,0.0,40,0,0.0,0.0,0,279,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,34996,114.0,16,16,57.0,57.0,0,-1,1
80,116231680,0.0,372,444,0.0,0.0,1,8192,13
53,2855,700.0,8,8,350.0,350.0,0,-1,0
53,258,7751.0,8,8,3875.0,3875.0,0,-1,0
49876,17,117647.0,20,20,58823.0,58823.0,0,172,0
3389,7380581,2.0,232,152,1.0,0.0,1,8192,5
3389,2067994,7.0,172,152,3.0,3.0,1,8192,5
22,384704,109.0,712,648,57.0,51.0,1,26883,16
80,6046,330.0,40,0,330.0,0.0,0,278,0
22,369674,119.0,712,712,59.0,59.0,1,26883,16
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
3389,26012476,0.0,192,312,0.0,0.0,1,8192,5
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,383669,114.0,776,648,62.0,52.0,1,26883,16
80,115927413,0.0,332,424,0.0,0.0,1,8192,12
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
3389,4195623,5.0,212,256,2.0,2.0,1,8192,7
53,700,2857.0,8,8,1428.0,1428.0,0,-1,0
443,617773,24.0,192,132,14.0,9.0,1,8192,4
53,159523,25.0,16,16,12.0,12.0,0,-1,1
53,314,6369.0,8,8,3184.0,3184.0,0,-1,0
3389,1706022,9.0,192,152,5.0,4.0,1,8192,6
50418,32,62500.0,40,0,62500.0,0.0,0,64,0
80,78,25641.0,40,0,25641.0,0.0,0,278,0
443,308571,38.0,132,132,19.0,19.0,1,8192,3
445,704243,15.0,132,112,8.0,7.0,1,8192,4
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,520,3846.0,8,8,1923.0,1923.0,0,-1,0
22,377140,116.0,712,712,58.0,58.0,1,26883,16
80,796,8793.0,72,92,3768.0,5025.0,1,8192,1
443,117490155,0.0,272,252,0.0,0.0,1,8192,6
3389,2454879,6.0,168,148,3.0,2.0,1,8192,5
52035,80,50000.0,60,20,37500.0,12500.0,0,2041,1
3389,2732055,5.0,192,152,3.0,2.0,1,8192,5
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
445,771161,15.0,152,112,9.0,6.0,1,8192,4
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
53,342,5847.0,8,8,2923.0,2923.0,0,-1,0
49492,999706,2.0,40,0,2.0,0.0,0,4969,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
50134,16198,123.0,40,0,123.0,0.0,0,180,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,284,7042.0,8,8,3521.0,3521.0,0,-1,0
80,9496,210.0,40,0,210.0,0.0,0,64240,0
445,250854,7.0,52,0,7.0,0.0,0,251,0
50700,45,66666.0,40,20,44444.0,22222.0,0,66,0
80,5922512,1.0,92,92,0.0,0.0,1,8192,1
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,342462,128.0,712,712,64.0,64.0,1,26883,16
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,295,6779.0,8,8,3389.0,3389.0,0,-1,0
3389,2810142,5.0,192,152,3.0,2.0,1,8192,5
21,19,105263.0,40,20,52631.0,52631.0,1,26883,0
3389,1668888,8.0,172,152,4.0,4.0,1,8192,5
80,757,9247.0,72,92,3963.0,5284.0,1,8192,1
22,326856,128.0,648,712,61.0,67.0,1,26883,16
80,85,23529.0,40,0,23529.0,0.0,0,278,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,385,5194.0,8,8,2597.0,2597.0,0,-1,0
22,397564,108.0,680,712,52.0,55.0,1,26883,16
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,1023,6842.0,72,92,2932.0,3910.0,1,8192,1
49821,53,37735.0,40,0,37735.0,0.0,0,168,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
80,117439517,0.0,372,444,0.0,0.0,1,8192,13
56376,35,57142.0,40,0,57142.0,0.0,0,256,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
3389,2434720,6.0,168,148,3.0,2.0,1,8192,5
445,450607,24.0,132,112,13.0,11.0,1,8192,4
80,54557479,0.0,40,0,0.0,0.0,0,279,0
53,494,4048.0,8,8,2024.0,2024.0,0,-1,0
50421,13,153846.0,20,20,76923.0,76923.0,0,237,0
80,5345701,1.0,92,92,0.0,0.0,1,8192,1
49601,1,2000000.0,40,0,2000000.0,0.0,0,180,0
58489,30,66666.0,40,0,66666.0,0.0,0,256,0
137,1507831,1.0,24,0,1.0,0.0,0,-1,2
445,117339,34.0,72,32,25.0,8.0,1,8192,0
53,156582,25.0,16,16,12.0,12.0,0,-1,1
55860,38,52631.0,40,0,52631.0,0.0,0,256,0
53,159463,25.0,16,16,12.0,12.0,0,-1,1
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
80,46452345,0.0,132,152,0.0,0.0,1,8192,2
443,86989693,0.0,332,408,0.0,0.0,1,8192,11
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
3389,2358777,6.0,172,152,3.0,2.0,1,8192,5
22,396788,110.0,776,648,60.0,50.0,1,26883,16
445,214492,18.0,72,32,13.0,4.0,1,8192,0
53,1679,1191.0,8,8,595.0,595.0,0,-1,0
5355,416466,4.0,16,0,4.0,0.0,0,-1,1
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
443,60923448,0.0,312,312,0.0,0.0,1,8192,9
53,2677,747.0,8,8,373.0,373.0,0,-1,0
53,1049,1906.0,8,8,953.0,953.0,0,-1,0
53,900,2222.0,8,8,1111.0,1111.0,0,-1,0
443,12061244,1.0,232,232,0.0,0.0,1,8192,5
80,1012,1976.0,40,0,1976.0,0.0,0,253,0
3389,4009081,4.0,244,172,2.0,1.0,1,8192,5
53,101321,39.0,16,16,19.0,19.0,0,-1,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,1259,1588.0,8,8,794.0,794.0,0,-1,0
22,325552,135.0,712,712,67.0,67.0,1,26883,16
53,270,7407.0,8,8,3703.0,3703.0,0,-1,0
53,453,4415.0,8,8,2207.0,2207.0,0,-1,0
53,78295,25.0,8,8,12.0,12.0,0,-1,0
53,2217,902.0,8,8,451.0,451.0,0,-1,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,1009,1982.0,8,8,991.0,991.0,0,-1,0
3389,2316687,6.0,172,152,3.0,3.0,1,8192,5
3389,1672327,8.0,172,152,4.0,4.0,1,8192,5
445,658732,18.0,232,168,10.0,7.0,1,8192,4
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,70043,57.0,16,16,28.0,28.0,0,-1,1
22,364402,115.0,712,648,60.0,54.0,1,26883,16
22,358023,125.0,808,648,69.0,55.0,1,26883,16
22,11,181818.0,32,32,90909.0,90909.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,2490,803.0,8,8,401.0,401.0,0,-1,0
52619,42,47619.0,20,20,23809.0,23809.0,0,114,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
3389,3799696,5.0,192,224,2.0,2.0,1,8192,6
80,48213,145.0,72,92,62.0,82.0,1,8192,1
80,202,9900.0,40,0,9900.0,0.0,0,253,0
51565,99,20202.0,40,0,20202.0,0.0,0,13431,0
80,5652491,1.0,92,92,0.0,0.0,1,8192,1
80,818,8557.0,72,92,3667.0,4889.0,1,8192,1
3389,3474726,5.0,192,204,2.0,2.0,1,64240,6
80,1013,6910.0,72,92,2961.0,3948.0,1,8192,1
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,4901,408.0,40,0,408.0,0.0,0,278,0
57783,34,58823.0,40,0,58823.0,0.0,0,64240,0
64460,74,27027.0,40,0,27027.0,0.0,0,260,0
53,2213,903.0,8,8,451.0,451.0,0,-1,0
445,602747,18.0,128,108,9.0,8.0,1,8192,4
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
53,11483,174.0,8,8,87.0,87.0,0,-1,0
57915,163,12269.0,40,0,12269.0,0.0,0,255,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,271,7380.0,8,8,3690.0,3690.0,0,-1,0
80,46142626,1.0,552,1080,0.0,1.0,1,8192,8
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
443,72435328,0.0,352,452,0.0,0.0,1,8192,9
49859,46,43478.0,20,20,21739.0,21739.0,0,117,0
443,49,40816.0,20,20,20408.0,20408.0,0,0,0
443,171290,122.0,172,268,46.0,75.0,1,8192,3
53,431,4640.0,8,8,2320.0,2320.0,0,-1,0
443,60329723,0.0,252,284,0.0,0.0,1,8192,7
3389,2779443,5.0,172,152,2.0,2.0,1,64240,5
21,4,500000.0,40,20,250000.0,250000.0,1,26883,0
56551,221,9049.0,40,0,9049.0,0.0,0,255,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,372560,118.0,776,648,64.0,53.0,1,26883,16
53,244,8196.0,8,8,4098.0,4098.0,0,-1,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,48168,83.0,16,16,41.0,41.0,0,-1,1
443,15290076,1.0,172,224,0.0,0.0,1,8192,4
53,259,7722.0,8,8,3861.0,3861.0,0,-1,0
445,529153,22.0,152,112,13.0,9.0,1,8192,4
53,610,3278.0,8,8,1639.0,1639.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
80,855,8187.0,72,92,3508.0,4678.0,1,8192,1
80,115818676,0.0,332,424,0.0,0.0,1,8192,12
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
49787,71,70422.0,80,20,56338.0,14084.0,0,31,2
443,1772,1693.0,60,0,1693.0,0.0,0,254,1
443,77586671,0.0,412,636,0.0,0.0,1,8192,10
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
3389,1434042,10.0,172,152,5.0,4.0,1,8192,5
445,1020896,10.0,128,108,5.0,4.0,1,8192,4
53,25038,79.0,8,8,39.0,39.0,0,-1,0
443,116926584,0.0,332,312,0.0,0.0,1,8192,8
22,383031,114.0,712,712,57.0,57.0,1,26883,16
53,267,7490.0,8,8,3745.0,3745.0,0,-1,0
50805,61,65573.0,60,20,49180.0,16393.0,0,62,1
22,376533,127.0,840,712,69.0,58.0,1,26883,16
22,325502,132.0,712,680,67.0,64.0,1,26883,16
3389,1356675,11.0,172,152,5.0,5.0,1,8192,5
22,397693,105.0,712,648,55.0,50.0,1,26883,16
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,4834766,1.0,92,92,0.0,0.0,1,8192,1
